Name of Institution,Street Address,City,ZIP Code,County,Georeference
"JPMorgan Chase Bank, National Association",3775 Riverdale,Bronx,10463,Bronx,POINT (-73.90759 40.88813)
"JPMorgan Chase Bank, National Association",1308 East Gun Hill Road,Bronx,10469,Bronx,POINT (-73.8482 40.87149)
"JPMorgan Chase Bank, National Association",260 Columbus Avenue,New York,10023,New York,POINT (-73.97869 40.77767)
"JPMorgan Chase Bank, National Association",525 Broadway,New York,10012,New York,POINT (-73.999042015 40.722984015)
"JPMorgan Chase Bank, National Association",10-51 Jackson Avenue,Queens,11101,Queens,POINT (-73.95279 40.74247)
"JPMorgan Chase Bank, National Association",23-98 Bell Boulevard,Queens,11360,Queens,POINT (-73.77701 40.78005)
"JPMorgan Chase Bank, National Association",13 B Knolls Crescent,Bronx,10463,Bronx,POINT (-73.91741 40.87882)
"JPMorgan Chase Bank, National Association",165-40 Baisley Boulevard,Queens,11434,Queens,POINT (-73.77766 40.67842)
"JPMorgan Chase Bank, National Association",2065 Second Avenue,New York,10029,New York,POINT (-73.94228 40.79084)
"JPMorgan Chase Bank, National Association",360 East 72nd Street,New York,10021,New York,POINT (-73.956439399 40.767817265)
"JPMorgan Chase Bank, National Association",8418 Bay Parkway,Brooklyn,11214,Kings,POINT (-73.99303 40.6027)
"JPMorgan Chase Bank, National Association",784 Castle Hill Avenue,Bronx,10473,Bronx,POINT (-73.84896 40.82303)
"JPMorgan Chase Bank, National Association",1380 Fulton Avenue,Brooklyn,11216,Kings,POINT (-73.94559 40.68017)
"JPMorgan Chase Bank, National Association",3875 Merrick Road,Seaford,11783,Nassau,POINT (-73.48786 40.66636)
"JPMorgan Chase Bank, National Association",1201 Wantagh Avenue,Wantagh,11793,Nassau,POINT (-73.50722 40.6932)
"JPMorgan Chase Bank, National Association",1542 Bellmore Avenue,North Bellmore,11710,Nassau,POINT (-73.53968 40.68366)
"JPMorgan Chase Bank, National Association",257 Beach 116th Street,Queens,11694,Queens,POINT (-73.83786 40.5808)
"JPMorgan Chase Bank, National Association",4155 Veterans Memorial Highway,Ronkonkoma,11779,Suffolk,POINT (-73.09962 40.78301)
"JPMorgan Chase Bank, National Association",55 West Jericho Turnpike,Huntington Station,11746,Suffolk,POINT (-73.41241 40.82886)
"JPMorgan Chase Bank, National Association",184-01 Hillside Avenue,Queens,11432,Queens,POINT (-73.77763 40.71414)
"JPMorgan Chase Bank, National Association",840 Sunrise Highway,Bay Shore,11706,Suffolk,POINT (-73.27937 40.72845)
"JPMorgan Chase Bank, National Association",60 Main Street,Southampton,11968,Suffolk,POINT (-72.38945 40.88566)
"JPMorgan Chase Bank, National Association",37-15 82nd Street.,Queens,11372,Queens,POINT (-73.88418 40.74896)
"JPMorgan Chase Bank, National Association",1800 Brentwood Road,Brentwood,11717,Suffolk,POINT (-73.24645 40.7787)
"JPMorgan Chase Bank, National Association",615 Grand Avenue,Deer Park,11729,Suffolk,POINT (-73.32041 40.7592)
"JPMorgan Chase Bank, National Association",1501 Avenue M,Brooklyn,11230,Kings,POINT (-73.95981 40.61803)
"JPMorgan Chase Bank, National Association",472 Medford,North Patchogue,11772,Suffolk,POINT (-73.00919 40.78463)
"JPMorgan Chase Bank, National Association",216 Old Country Road,Mineola,11501,Nassau,POINT (-73.63986 40.7391)
"JPMorgan Chase Bank, National Association",37-67 75th Street,Queens,11372,Queens,POINT (-73.89054 40.74722)
"JPMorgan Chase Bank, National Association",3515 Broadway,New York,10031,New York,POINT (-73.95109 40.8257)
"JPMorgan Chase Bank, National Association",520 Portland Avenue,Rochester,14605,Monroe,POINT (-77.59131 43.17537)
"JPMorgan Chase Bank, National Association",755 Library Road,Rochester,14627,Monroe,POINT (-77.62761 43.12909)
"JPMorgan Chase Bank, National Association",2035 Crompond Road,Yorktown Heights,10598,Westchester,POINT (-73.78415 41.27718)
"JPMorgan Chase Bank, National Association",2469 Hempstead Turnpike,East Meadow,11554,Nassau,POINT (-73.5444 40.72495)
"JPMorgan Chase Bank, National Association",501 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.75867 41.02265)
"JPMorgan Chase Bank, National Association",161 Dyckman Street,New York,10040,New York,POINT (-73.9262 40.86381)
"JPMorgan Chase Bank, National Association",1251 Avenue of the Americas,New York,10020,New York,POINT (-73.981204906 40.759828766)
"JPMorgan Chase Bank, National Association",595 Sunrise Highway,West Babylon,11704,Suffolk,POINT (-73.34941 40.71363)
"JPMorgan Chase Bank, National Association",453 East 86th Street,New York,10028,New York,POINT (-73.94731 40.77601)
"JPMorgan Chase Bank, National Association",511 Gramatan Avenue,Mount Vernon,10552,Westchester,POINT (-73.83605 40.92452)
"JPMorgan Chase Bank, National Association",230 Saw Mill River Road,Millwood,10546,Westchester,POINT (-73.80227 41.18757)
"JPMorgan Chase Bank, National Association",Cross River Plaza,Cross River,10518,Westchester,
"JPMorgan Chase Bank, National Association",45 Quaker Ridge Road,New Rochelle,10804,Westchester,POINT (-73.79441 40.94714)
"JPMorgan Chase Bank, National Association",270 North Avenue,New Rochelle,10801,Westchester,POINT (-73.78262 40.91179)
"JPMorgan Chase Bank, National Association",3169 Bainbridge,Bronx,10467,Bronx,POINT (-73.87951 40.87538)
"JPMorgan Chase Bank, National Association",2111 Northern Boulevard,Manhasset,11030,Nassau,POINT (-73.66943 40.79726)
"JPMorgan Chase Bank, National Association",215-16 73rd Avenue,Queens,11364,Queens,POINT (-73.75895 40.74062)
"JPMorgan Chase Bank, National Association",71-41 Main Street,Queens,11367,Queens,POINT (-73.82181 40.72689)
"JPMorgan Chase Bank, National Association",196-03 Northern Boulevard,Queens,11358,Queens,POINT (-73.78546 40.75795)
"JPMorgan Chase Bank, National Association",71 West 23rd Street,New York,10010,New York,POINT (-73.99242 40.74274)
"JPMorgan Chase Bank, National Association",556 Main Street,Islip,11751,Suffolk,POINT (-73.21311 40.72934)
"JPMorgan Chase Bank, National Association",81-35 Lefferts Boulevard,Queens,11415,Queens,POINT (-73.83069 40.70854)
"JPMorgan Chase Bank, National Association",275 Halstead Avenue,Harrison,10528,Westchester,POINT (-73.71262 40.96891)
"JPMorgan Chase Bank, National Association",660-662 Central Park Avenue,Scarsdale,10583,Westchester,POINT (-73.81491 40.99959)
"JPMorgan Chase Bank, National Association",2 Penn Plaza,New York,10121,New York,POINT (-73.991952936 40.749939336)
"JPMorgan Chase Bank, National Association",1 UN Plaza,New York,10017,New York,POINT (-73.8088 40.81335)
"JPMorgan Chase Bank, National Association",2130 Chili Avenue,Rochester,14624,Monroe,POINT (-77.68711 43.13179)
"JPMorgan Chase Bank, National Association",2754 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.11451 40.56426)
"JPMorgan Chase Bank, National Association",601 Portion Road,Lake Ronkonkoma,11779,Suffolk,POINT (-73.088888867 40.832067193)
"JPMorgan Chase Bank, National Association",200 Vanderbilt Motor Parkway,Hauppauge,11788,Suffolk,POINT (-73.25468 40.80849)
"JPMorgan Chase Bank, National Association",22 Grace Avenue,Great Neck,11021,Nassau,POINT (-73.7268 40.78864)
"JPMorgan Chase Bank, National Association",1745 Broad Hollow,East Farmingdale,11735,Nassau,POINT (-73.42208 40.7444)
"JPMorgan Chase Bank, National Association",79 Hamilton,Brooklyn,11231,Kings,POINT (-74.00561 40.68285)
"JPMorgan Chase Bank, National Association",66 Main Street,Brockport,14420,Monroe,POINT (-77.93851 43.21525)
"JPMorgan Chase Bank, National Association",163 Main Street,Northport,11768,Suffolk,POINT (-73.34888 40.90059)
"JPMorgan Chase Bank, National Association",475 Route 17M,Monroe,10950,Orange,POINT (-74.17717 41.3186)
"JPMorgan Chase Bank, National Association",16 East Main Street,Mount Kisco,10549,Westchester,POINT (-73.72821 41.20856)
"JPMorgan Chase Bank, National Association",1214 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.74666 40.99218)
"JPMorgan Chase Bank, National Association",8523 20th Avenue,Brooklyn,11214,Kings,POINT (-73.998 40.60482)
"JPMorgan Chase Bank, National Association",1825 East Main Street,Peekskill,10566,Westchester,POINT (-73.89578 41.29604)
"JPMorgan Chase Bank, National Association",153-15 Cross Island Parkway,Whitestone,11357,Queens,POINT (-73.80885 40.78726)
"JPMorgan Chase Bank, National Association",6510 Avenue U,Brooklyn,11234,Kings,POINT (-73.91121 40.61716)
"JPMorgan Chase Bank, National Association",51 West 51st Street,New York,10019,New York,POINT (-73.978789241 40.760140992)
"JPMorgan Chase Bank, National Association",9313 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.03315 40.61836)
"JPMorgan Chase Bank, National Association",401 Flatbush Avenue,Brooklyn,11238,Kings,POINT (-73.97136 40.67566)
"JPMorgan Chase Bank, National Association",350 Main Street,Huntington,11743,Suffolk,POINT (-73.43056 40.87073)
"JPMorgan Chase Bank, National Association",271 Larkfield Road,East Northport,11731,Suffolk,POINT (-73.32428 40.87552)
"JPMorgan Chase Bank, National Association",31 West Main Street,Babylon,11702,Suffolk,POINT (-73.32395 40.69676)
"JPMorgan Chase Bank, National Association",96-19 101st Avenue,Queens,11416,Queens,POINT (-73.84441 40.68472)
"JPMorgan Chase Bank, National Association",11 Hugh J. Grant Circle,Bronx,10462,Bronx,POINT (-73.86127 40.83354)
"JPMorgan Chase Bank, National Association",104-17 Queens Boulevard,Queens,11375,Queens,POINT (-73.84868 40.72383)
"JPMorgan Chase Bank, National Association",633 Third Avenue,New York,10017,New York,POINT (-73.97509 40.74986)
"JPMorgan Chase Bank, National Association",280 Page Avenue,Staten Island,10307,Richmond,POINT (-74.23434 40.51714)
"JPMorgan Chase Bank, National Association",330 Plandome Road,Manhasset,11030,Nassau,POINT (-73.69954 40.79715)
"JPMorgan Chase Bank, National Association",200 New Dorp Lane,Staten Island,10306,Richmond,POINT (-74.11424 40.57287)
"JPMorgan Chase Bank, National Association",4 John Street,Amityville,11701,Suffolk,POINT (-73.41958 40.67905)
"JPMorgan Chase Bank, National Association",366 Main Street,Center Moriches,11934,Suffolk,POINT (-72.79298 40.8003)
"JPMorgan Chase Bank, National Association",180 Canal Street,New York,10013,New York,POINT (-73.99765 40.71678)
"JPMorgan Chase Bank, National Association",37-94 103rd,Queens,11368,Queens,POINT (-73.86316 40.75079)
"JPMorgan Chase Bank, National Association",405 Main Street,Center Moriches,11934,Suffolk,POINT (-72.79434 40.80033)
"JPMorgan Chase Bank, National Association",238 Eighth Avenue,New York,10011,New York,POINT (-73.99886 40.74477)
"JPMorgan Chase Bank, National Association",159-17 Jamaica Avenue,Queens,11432,Queens,POINT (-73.79953 40.70362)
"JPMorgan Chase Bank, National Association",1755 Monroe,Rochester,14618,Monroe,POINT (-77.56792 43.12889)
"JPMorgan Chase Bank, National Association",919 Third Avenue,New York,10022,New York,POINT (-73.96816 40.75939)
"JPMorgan Chase Bank, National Association",60 East 42nd Street,New York,10017,New York,POINT (-73.97759 40.75213)
"JPMorgan Chase Bank, National Association",187-08 Horace Harding Boulevard,Queens,11365,Queens,POINT (-73.78716 40.74045)
"JPMorgan Chase Bank, National Association",55 Water Street,New York,10041,New York,POINT (-74.009760541 40.703393747)
"JPMorgan Chase Bank, National Association",204 West 4th Street,New York,10014,New York,POINT (-74.00212 40.73284)
"JPMorgan Chase Bank, National Association",2219 Broadway,New York,10024,New York,POINT (-73.98032 40.78355)
"JPMorgan Chase Bank, National Association",425 Glen Cove Road,Roslyn Heights,11577,Nassau,POINT (-73.62246 40.78564)
"JPMorgan Chase Bank, National Association",31-05 30th Avenue,Queens,11102,Queens,POINT (-73.92102 40.76671)
"JPMorgan Chase Bank, National Association",666 Forest Avenue,Staten Island,10310,Richmond,POINT (-74.11144 40.62964)
"JPMorgan Chase Bank, National Association",410 Park Avenue,New York,10022,New York,POINT (-73.97192 40.76016)
"JPMorgan Chase Bank, National Association",360 South Broadway,Tarrytown,10591,Westchester,POINT (-73.86208 41.06448)
"JPMorgan Chase Bank, National Association",111-18 Liberty Avenue,Queens,11419,Queens,POINT (-73.83048 40.68496)
"JPMorgan Chase Bank, National Association",819 Grand,Brooklyn,11211,Kings,POINT (-73.9402 40.71206)
"JPMorgan Chase Bank, National Association",39 Vanderbilt Parkway,Commack,11725,Suffolk,POINT (-73.29134 40.8167)
"JPMorgan Chase Bank, National Association",1755 University Avenue,Bronx,10453,Bronx,POINT (-73.91598 40.8502)
"JPMorgan Chase Bank, National Association",475 West 23rd Street,New York,10011,New York,POINT (-74.00398 40.74761)
"JPMorgan Chase Bank, National Association",76 East 161 Street,Bronx,10451,Bronx,POINT (-73.92479 40.82729)
"JPMorgan Chase Bank, National Association",1421 St. Nicholas Avenue,New York,10033,New York,POINT (-73.93358 40.84952)
"JPMorgan Chase Bank, National Association",39-01 Main Street,Queens,11354,Queens,POINT (-73.83035 40.76002)
"JPMorgan Chase Bank, National Association",2725 East Tremont Avenue,Bronx,10461,Bronx,POINT (-73.84502 40.84239)
"JPMorgan Chase Bank, National Association",5581 Broadway,Bronx,10463,Bronx,POINT (-73.90475 40.87907)
"JPMorgan Chase Bank, National Association",115 Broad Hollow,Melville,11747,Suffolk,POINT (-73.41355 40.78939)
"JPMorgan Chase Bank, National Association",22-45 31st Street,Queens,11105,Queens,POINT (-73.91165 40.77473)
"JPMorgan Chase Bank, National Association",386 Park Avenue South,New York,10016,New York,POINT (-73.98447 40.74285)
"JPMorgan Chase Bank, National Association",4169 Elmcrest Road,Liverpool,13090,Onondaga,POINT (-76.22607 43.13616)
"JPMorgan Chase Bank, National Association",2122 Merrick Road,Merrick,11566,Nassau,POINT (-73.54602 40.65811)
"JPMorgan Chase Bank, National Association",608 Columbus Avenue,Thornwood,10594,Westchester,POINT (-73.77241 41.11277)
"JPMorgan Chase Bank, National Association",191 Mamaroneck Avenue,White Plains,10601,Westchester,POINT (-73.76476 41.0281)
"JPMorgan Chase Bank, National Association",1151 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.08123 40.59862)
"JPMorgan Chase Bank, National Association",3 South Central Park Avenue,Hartsdale,10530,Westchester,POINT (-73.79863 41.01929)
"JPMorgan Chase Bank, National Association",1650 Gun Hill Road East,Bronx,10469,Bronx,POINT (-73.83821 40.8663)
"JPMorgan Chase Bank, National Association",596 Fort Washington Avenue,New York,10033,New York,POINT (-73.93693 40.85497)
"JPMorgan Chase Bank, National Association",333 Route 303 & Orangeburg Road,Orangeburg,10962,Rockland,POINT (-73.94521 41.04681)
"JPMorgan Chase Bank, National Association",61 Smith Street,Nanuet,10954,Rockland,POINT (-73.99997 41.09315)
"JPMorgan Chase Bank, National Association",124 Route 303,Valley Cottage,10989,Rockland,POINT (-73.94156 41.1176)
"JPMorgan Chase Bank, National Association",17 Washington Avenue,Pleasantville,10570,Westchester,POINT (-73.79181 41.13575)
"JPMorgan Chase Bank, National Association",875 Saw Mill River Road,Ardsley,10502,Westchester,POINT (-73.84345 41.01918)
"JPMorgan Chase Bank, National Association",9601 Foster,Brooklyn,11236,Kings,POINT (-73.90641 40.64785)
"JPMorgan Chase Bank, National Association",2402 Arthur Avenue,Bronx,10458,Bronx,POINT (-73.88737 40.85578)
"JPMorgan Chase Bank, National Association",798 Manhattan,Brooklyn,11222,Kings,POINT (-73.95304 40.72771)
"JPMorgan Chase Bank, National Association",1000 Nostrand Avenue,Brooklyn,11225,Kings,POINT (-73.95097 40.66407)
"JPMorgan Chase Bank, National Association",999 Middle Country Road,Selden,11784,Suffolk,POINT (-73.04907 40.86383)
"JPMorgan Chase Bank, National Association",1350 Boston Post Road,Larchmont,10538,Westchester,POINT (-73.74811 40.93501)
"JPMorgan Chase Bank, National Association",1090 Hicksville Road,North Massapequa,11758,Nassau,POINT (-73.48058 40.6961)
"JPMorgan Chase Bank, National Association",410 Northern Boulevard,Great Neck,11021,Nassau,POINT (-73.72238 40.77912)
"JPMorgan Chase Bank, National Association",136 Fulton Street,West Hempstead,11550,Nassau,POINT (-73.63175 40.70645)
"JPMorgan Chase Bank, National Association",10 North Village Avenue,Rockville Center,11570,Nassau,POINT (-73.64794 40.65677)
"JPMorgan Chase Bank, National Association",3285 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.64062 40.6311)
"JPMorgan Chase Bank, National Association",335 Rockaway Turnpike,Lawrence,11559,Nassau,POINT (-73.7365 40.62662)
"JPMorgan Chase Bank, National Association",7977 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.47668 40.81468)
"JPMorgan Chase Bank, National Association",1064 Old Country Road,Plainview,11803,Nassau,POINT (-73.47118 40.77627)
"JPMorgan Chase Bank, National Association",623 Broadway,New York,10012,New York,POINT (-73.99641 40.72588)
"JPMorgan Chase Bank, National Association",32 Jericho Turnpike,Mineola,11501,Nassau,POINT (-73.63627 40.75101)
"JPMorgan Chase Bank, National Association",1 Chase Manhattan Plaza,New York,10005,New York,POINT (-74.00994 40.70754)
"JPMorgan Chase Bank, National Association",302 West 12th Street,New York,10014,New York,POINT (-74.0046 40.73755)
"JPMorgan Chase Bank, National Association",115 Main Street,Port Washington,11050,Nassau,POINT (-73.69035 40.83094)
"JPMorgan Chase Bank, National Association",42 West Main Street,Smithtown,11787,Suffolk,POINT (-73.1954 40.85451)
"JPMorgan Chase Bank, National Association",244 East 86th Street,New York,10028,New York,POINT (-73.95199 40.77798)
"JPMorgan Chase Bank, National Association",2210 Nesconset Highway,Stony Brook,11790,Suffolk,POINT (-73.1247 40.8746)
"JPMorgan Chase Bank, National Association",201 East 79th Street,New York,10075,New York,POINT (-73.95704 40.77419)
"JPMorgan Chase Bank, National Association",865 Fairport Road,East Rochester,14445,Monroe,POINT (-77.48214 43.10211)
"JPMorgan Chase Bank, National Association",883 Flatbush Avenue,Brooklyn,11226,Kings,POINT (-73.95875 40.65056)
"JPMorgan Chase Bank, National Association",1509 Foster Avenue,Brooklyn,11230,Kings,POINT (-73.96277 40.63422)
"JPMorgan Chase Bank, National Association",5101 4th Avenue,Brooklyn,11220,Kings,POINT (-74.01318 40.6458)
"JPMorgan Chase Bank, National Association",127 7th Avenue,Brooklyn,11215,Kings,POINT (-73.97638 40.67309)
"JPMorgan Chase Bank, National Association",20 Flatbush Avenue,Brooklyn,11217,Kings,POINT (-73.98058 40.68837)
"JPMorgan Chase Bank, National Association",2623 East 17th,Brooklyn,11235,Kings,POINT (-73.95218 40.58757)
"JPMorgan Chase Bank, National Association",252-34 Northern Boulevard,Queens,11362,Queens,POINT (-73.73551 40.77038)
"JPMorgan Chase Bank, National Association",674 Titus Avenue,Rochester,14617,Monroe,POINT (-77.59877 43.21098)
"JPMorgan Chase Bank, National Association",163-20 Northern Boulevard,Queens,11358,Queens,POINT (-73.80216 40.76092)
"JPMorgan Chase Bank, National Association",245 Merchants Road,Rochester,14609,Monroe,POINT (-77.54852 43.16013)
"JPMorgan Chase Bank, National Association",1575 East Henrietta Road,Rochester,14623,Monroe,POINT (-77.61068 43.08943)
"JPMorgan Chase Bank, National Association",21-21 Broadway,Queens,11106,Queens,POINT (-73.93078 40.76473)
"JPMorgan Chase Bank, National Association",2159 Fairport Nine Mile Point Road,Fairport,14450,Monroe,POINT (-77.44184 43.12897)
"JPMorgan Chase Bank, National Association",1068 Morris Park,Bronx,10461,Bronx,POINT (-73.85403 40.84911)
"JPMorgan Chase Bank, National Association",3917 Lake Avenue,Rochester,14612,Monroe,POINT (-77.62064 43.24206)
"JPMorgan Chase Bank, National Association",850 Third Avenue,New York,10022,New York,POINT (-73.97016 40.75662)
"JPMorgan Chase Bank, National Association",5656 Riverdale Avenue,Bronx,10471,Bronx,POINT (-73.90435 40.90593)
"JPMorgan Chase Bank, National Association",1982 East Ridge Road,Irondequoit,14622,Monroe,POINT (-77.56487 43.20306)
"JPMorgan Chase Bank, National Association",609 Moseley Road,Fairport,14450,Monroe,POINT (-77.44289 43.07015)
"JPMorgan Chase Bank, National Association",405 Lexington Avenue,New York,10174,New York,POINT (-73.97567 40.75196)
"JPMorgan Chase Bank, National Association",690 Long Pond Road,Rochester,14612,Monroe,POINT (-77.69587 43.25234)
"JPMorgan Chase Bank, National Association",450 Third Avenue,New York,10016,New York,POINT (-73.97935 40.74405)
"JPMorgan Chase Bank, National Association",920 Holt Road,Webster,14580,Monroe,POINT (-77.4456 43.21139)
"JPMorgan Chase Bank, National Association",74-03 Metropolitan Avenue,Queens,11379,Queens,POINT (-73.8781 40.71286)
"JPMorgan Chase Bank, National Association",31 State Street,Pittsford,14534,Monroe,POINT (-77.51343 43.08997)
"JPMorgan Chase Bank, National Association",2631 Merrick Road,Bellmore,11710,Nassau,POINT (-73.52852 40.66334)
"JPMorgan Chase Bank, National Association",130 Main Street,Canandaigua,14424,Ontario,POINT (-77.28047 42.88579)
"JPMorgan Chase Bank, National Association",349 Fifth Avenue,New York,10016,New York,POINT (-73.98469 40.74826)
"JPMorgan Chase Bank, National Association",60-67 Myrtle Avenue,Queens,11385,Queens,POINT (-73.89588 40.70068)
"JPMorgan Chase Bank, National Association",225 Havemeyer,Brooklyn,11211,Kings,POINT (-73.95911 40.70913)
"JPMorgan Chase Bank, National Association",407 Broadway,New York,10013,New York,POINT (-74.00225 40.71892)
"JPMorgan Chase Bank, National Association",2099 Broadway,New York,10023,New York,POINT (-73.98184 40.77951)
"JPMorgan Chase Bank, National Association",4425 East Genesee Street,DeWitt,13214,Onondaga,POINT (-76.06749 43.03538)
"JPMorgan Chase Bank, National Association",267 Old Country Road,Carle Place,11514,Nassau,POINT (-73.60997 40.74402)
"JPMorgan Chase Bank, National Association",6004 Court Street Road,Syracuse,13206,Onondaga,POINT (-76.1029 43.0814)
"JPMorgan Chase Bank, National Association",801 James Street,Syracuse,13203,Onondaga,POINT (-76.1403 43.05678)
"JPMorgan Chase Bank, National Association",150 Main Street,Oneida,13421,Madison,POINT (-75.65188 43.09501)
"JPMorgan Chase Bank, National Association",2 Fort Salonga Road,Fort Salonga,11768,Suffolk,POINT (-73.30017 40.91215)
"JPMorgan Chase Bank, National Association",345 Hudson Street,New York,10014,New York,POINT (-74.00732 40.72745)
"JPMorgan Chase Bank, National Association",722 Brighton Beach,Brooklyn,11235,Kings,POINT (-73.95976 40.57799)
"JPMorgan Chase Bank, National Association",4323 18th,Brooklyn,11218,Kings,POINT (-73.97689 40.63085)
"JPMorgan Chase Bank, National Association",676 White Plains Road,Scarsdale,10583,Westchester,POINT (-73.8068 40.97008)
"JPMorgan Chase Bank, National Association",230 Arden Avenue,Staten Island,10312,Richmond,POINT (-74.19281 40.55387)
"JPMorgan Chase Bank, National Association",720 Lee Boulevard,Yorktown Heights,10598,Westchester,POINT (-73.80956 41.32758)
"JPMorgan Chase Bank, National Association",1355 Oak Point,Bronx,10474,Bronx,POINT (-73.8832 40.81066)
"JPMorgan Chase Bank, National Association",420 Old Post Road,Bedford,10506,Westchester,POINT (-73.65547 41.19584)
"JPMorgan Chase Bank, National Association",984 North Broadway,Yonkers,10701,Westchester,POINT (-73.884170043 40.968218218)
"JPMorgan Chase Bank, National Association",163 West Merrick Road,Valley Stream,11580,Nassau,POINT (-73.70355 40.66634)
"JPMorgan Chase Bank, National Association",1722 Avenue U,Brooklyn,11229,Kings,POINT (-73.95381 40.5991)
"JPMorgan Chase Bank, National Association",975 Bedford Avenue,Brooklyn,11205,Kings,POINT (-73.95535 40.69063)
"JPMorgan Chase Bank, National Association",444 5th Avenue,Brooklyn,11215,Kings,POINT (-73.98628 40.66919)
"JPMorgan Chase Bank, National Association",204 West First Street,Oswego,13126,Oswego,POINT (-76.51094 43.456)
"JPMorgan Chase Bank, National Association",424 Seventh North Street,Liverpool,13088,Onondaga,POINT (-76.17113 43.09238)
"JPMorgan Chase Bank, National Association",220 West Jericho Turnpike,Syosset,11791,Nassau,POINT (-73.52054 40.80572)
"JPMorgan Chase Bank, National Association",1890 West Wayne Plaza,Macedon,14502,Wayne,POINT (-77.28756 43.06918)
"JPMorgan Chase Bank, National Association",305 Seventh Avenue,New York,10001,New York,POINT (-73.99368 40.74677)
"JPMorgan Chase Bank, National Association",610 Madison Avenue,New York,10022,New York,POINT (-73.97177 40.76309)
"JPMorgan Chase Bank, National Association",7104 Woodhaven Boulevard,Queens,11385,Queens,POINT (-73.85987 40.71162)
"JPMorgan Chase Bank, National Association",128 East Fordham,Bronx,10468,Bronx,POINT (-73.89819 40.86234)
"JPMorgan Chase Bank, National Association",748 Allerton,Bronx,10467,Bronx,POINT (-73.86559 40.86546)
"JPMorgan Chase Bank, National Association",253 Broadway,New York,10007,New York,POINT (-74.00708 40.71321)
"JPMorgan Chase Bank, National Association",3380 Fulton,Brooklyn,11208,Kings,POINT (-73.87085 40.68389)
"JPMorgan Chase Bank, National Association",4901 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99222 40.63493)
"JPMorgan Chase Bank, National Association",257 Utica Avenue,Brooklyn,11213,Kings,POINT (-73.93102 40.66985)
"JPMorgan Chase Bank, National Association",6501 18th,Brooklyn,11204,Kings,POINT (-73.99033 40.61899)
"JPMorgan Chase Bank, National Association",1536 Westchester,Bronx,10472,Bronx,POINT (-73.8784 40.82865)
"JPMorgan Chase Bank, National Association",3408 Jerome Avenue,Bronx,10467,Bronx,POINT (-73.88317 40.88104)
"JPMorgan Chase Bank, National Association",230 Park Avenue South,New York,10003,New York,POINT (-73.98836 40.73754)
"JPMorgan Chase Bank, National Association",5 West Burnside Avenue,Bronx,10453,Bronx,POINT (-73.90771 40.85385)
"JPMorgan Chase Bank, National Association",1599 Flatbush Avenue,Brooklyn,11210,Kings,POINT (-73.94616 40.63141)
"JPMorgan Chase Bank, National Association",1987 Flatbush Avenue,Brooklyn,11234,Kings,POINT (-73.93549 40.62133)
"JPMorgan Chase Bank, National Association",1663 East 17th,Brooklyn,11229,Kings,POINT (-73.95643 40.60923)
"JPMorgan Chase Bank, National Association",210 Flushing Avenue,Brooklyn,11205,Kings,POINT (-73.96742 40.6977)
"JPMorgan Chase Bank, National Association",66-02 Grand Avenue,Queens,11378,Queens,POINT (-73.89845 40.72428)
"JPMorgan Chase Bank, National Association",2126 White Plains Road,Bronx,10462,Bronx,POINT (-73.8677 40.85409)
"JPMorgan Chase Bank, National Association",55 West 125th Street,New York,10027,New York,POINT (-73.94424 40.80726)
"JPMorgan Chase Bank, National Association",32 University Place,New York,10003,New York,POINT (-73.9944 40.73206)
"JPMorgan Chase Bank, National Association",621 Bay Street,Staten Island,10304,Richmond,POINT (-74.07569 40.62699)
"JPMorgan Chase Bank, National Association",59 West 86th Street,New York,10024,New York,POINT (-73.97185 40.78635)
"JPMorgan Chase Bank, National Association",3528 East Tremont Avenue,Bronx,10465,Bronx,POINT (-73.82631 40.83049)
"JPMorgan Chase Bank, National Association",47-11 Queens Boulevard,Queens,11104,Queens,POINT (-73.91709 40.74314)
"JPMorgan Chase Bank, National Association",207 City Island Avenue,Bronx,10464,Bronx,POINT (-73.78533 40.84415)
"JPMorgan Chase Bank, National Association",37-29 Junction Boulevard,Queens,11368,Queens,POINT (-73.8703 40.75067)
"JPMorgan Chase Bank, National Association",2218 Fifth Avenue,New York,10037,New York,POINT (-73.93777 40.8126)
"JPMorgan Chase Bank, National Association",360 East 149th Street,Bronx,10455,Bronx,POINT (-73.91901 40.81642)
"JPMorgan Chase Bank, National Association",3508 West Genesee,Syracuse,13219,Onondaga,POINT (-76.23265 43.04877)
"JPMorgan Chase Bank, National Association",649 South Crouse Avenue,Syracuse,13210,Onondaga,POINT (-76.1363 43.04314)
"JPMorgan Chase Bank, National Association",329 Fayette Street,Manlius,13104,Onondaga,POINT (-75.98422 43.00524)
"JPMorgan Chase Bank, National Association",84-01 Jamaica Avenue,Queens,11421,Queens,POINT (-73.86063 40.69236)
"JPMorgan Chase Bank, National Association",5499 Nesconset Highway,Mount Sinai,11766,Suffolk,POINT (-73.03205 40.93226)
